Description,Category
Outfox The Market,"Light, Power, Heating - UK"
Lou Jordan Fine Art,Shopping
Amazon,Shopping
Change.org,Charitable and Political Donations: Change.org
Amazon,Shopping
The Boathouse Arundel,Entertainment
Pharmacy,Personal care/ Cosmetic
The Horse Guards Inn,Entertainment
Amnesty Int Uk,Charitable and Political Donations: Amnesty Int Uk
Animalweb,Charitable and Political Donations: Animalweb
Retro Rides Events,Entertainment
Latham Catering,Food / Groceries
Pallant of Arundel,Food / Groceries
Amazon,Shopping
Animalweb,Charitable and Political Donations: Animalweb
Oh So Retro Events,Entertainment
Pallant of Arundel,Food / Groceries
Tk Maxx,Shopping
Latham Catering,Food / Groceries
Unknown,Unknown transactions
ATM - Cash Withdrawals,Cash ATM Transactions
Scent lounge,Shopping
Debans,Charitable & Political Donations: DEBANS
Lower Farm House,UK Property / Farm Expenses - LFH Main Home
Hotels,Travel - National
Animalweb,Charitable and Political Donations: Animalweb
Amazon,Shopping
Cowdray Farm Shop,Food / Groceries
Pharmacy,Personal care/ Cosmetic
Amazon,Shopping
The Goodwood Shop,Shopping
henna.n,Charitable and Political Donations
Dare Djurovic,Charitable and Political Donations: Dared
Ifaw.org,Charitable and Political Donations: Ifaw.org
JUNIPER Arundel,Food / Groceries
Pallant of Arundel,Food / Groceries
Cowdray Farm Shop,Food / Groceries
Janaa,Charitable and Political Donations: Janaa
JUNIPER Arundel,Food / Groceries
Veterinary Services,Animal care / Pet expenses
Zee Cosmetics & Postsurgical Care,Personal care/ Cosmetic
Boots,Personal care/ Cosmetic
Amazon,Shopping
Commission Fee,Bank Fees
M&S,Shopping
Etsy,Shopping
CATERPILLAR FINANC,Coupon Credits from JB
Grub Club Pets,Animal care / Pet expenses
INTEL CORP,Coupon Credits from JB
Federico Ismael Recayte Jara,Property Expenses - Spain
Trainline,Travel - National
W.S.P.A.,Charitable and Political Donations
Commission Fee,Bank Fees
Sightsavers,Charitable and Political Donations: Sightsavers
Debans,Charitable & Political Donations: DEBANS
Watches Of Switzerland,Shopping
wwf lottery,Charitable and Political Donations
Baaria,Entertainment
Helpanimals,Charitable and Political Donations: Helpanimals
RSPCA,Charitable and Political Donations: RSPCA
World of Books,Shopping
Clic Sgent Dd&So,Charitable and Political Donations: CLIC Sargent Cancer Care
Four paws UK,Charitable and Political Donations: Four paws UK
Tcr Lounge Bar,Entertainment
Int Rescue Committ,Charitable and Political Donations: Rescue
Animalweb,Charitable and Political Donations: Animalweb
Sn Amberley Sst,Travel - National
HomeServe,"Light, Power, Heating - UK"
Airlines,Travel - International
Oscar's Place,Charitable and Political Donations
Pharmacy,Shopping
LEAGUEAGAINS,Charitable and Political Donations: League Against
CURB MOBILITY LIMITED,Travel - National
RSPCA,Charitable and Political Donations: RSPCA
Cmt Uk Ltd,Travel - National
London Taxi,Travel - National
bank charge,Bank Fees
Baaria,Entertainment
Sam Debuse,Samuel Debuse
"Immacolata Piazzol,",Charitable and Political Donations
Boots,Personal care/ Cosmetic
Rippon Stationer & New,Food / Groceries
Cmt Uk Ltd,Travel - National
EVA DOWNEY,Eva Downey
Dalialovesdogg,Charitable and Political Donations: Dalialovesdog
Sky Mobile,Telephone & Internet
Animalweb,Charitable and Political Donations: Animalweb
FIDUCIARY CALL DEPOSIT USD,Deposit
Ebay,Shopping
Zara,Shopping
Lower Farm House,UK Property / Farm Expenses - LFH Main Home
Debans,Charitable & Political Donations: DEBANS
Ifaw.org,Charitable and Political Donations: Ifaw.org
Compensation Credit,Compensation payments JB
Soho Canna Museum,Entertainment
Boots,Personal care/ Cosmetic
COUPON CREDIT EUR,Coupon Credits from JB
Restaurants,Entertainment
Sandrazecev So,Personal care/ Cosmetic
Vesna Dragojlov,Charitable and Political Donations: Vesna
Trainline,Travel - National
Restaurants,Entertainment
Apple,Shopping
Helpanimals,Charitable and Political Donations: Helpanimals
Humanesocie,Charitable and Political Donations: Humane Society International - Gift Aidable
Zee Cosmetics & Postsurgical Care,Personal care/ Cosmetic
Sandrazecev So,Personal care/ Cosmetic
Fushi Wellbeing,Personal care/ Cosmetic
Debans,Charitable & Political Donations: DEBANS
Commission Fee,Bank Fees
Rokvicgordana,Rokvicgordana
Apple Inc,Coupon Credits from JB
Compensation Credit,Compensation payments JB
Trainline,Travel - National
Safe Haven For Donkeys,Charitable and Political Donations: Safe haven
bank charge,Bank Fees
Habibashelter,Charitable and Political Donations: Habiba shelter
ATM - Cash Withdrawals,Cash ATM Transactions
World of Books,Shopping
Pallant of Arundel,Food / Groceries
asdzxx123asdm,Charitable & Political Donations: asdzxx123asdm
Debans,Charitable & Political Donations: DEBANS
Pharmacy,Personal care/ Cosmetic
Trainline,Travel - National
Debans,Charitable & Political Donations: DEBANS
Recova Compression,Personal care/ Cosmetic
Commission Fee,Bank Fees
Moda Operandi,Shopping
Recova Compression,Personal care/ Cosmetic
Meshki Uk,Shopping
Amazon,Shopping
Trainline,Travel - National
Aleksandrap,Charitable and Political Donations: Alex
London Taxi,Travel - National
Boots,Personal care/ Cosmetic
The Range,Shopping
Zee Cosmetics & Postsurgical Care,Personal care/ Cosmetic
Lmansfield,Charitable and Political Donations: Lynnm
WHSmith,Shopping
Trainline,Travel - National
Co-op Group,Food / Groceries
Fmb construction,Fmb Construction
Alrmlawymhmd - Charity (not UK registered),Charitable & Political Donations: Alrmlawymhmd
Co-op Group,Food / Groceries
Helpanimals,Charitable and Political Donations: Helpanimals
Cotswold RAW,Animal care / Pet expenses
Zlakrvopijica,Charitable and Political Donations: Zlakrvopijica
Butternut Box,Animal care / Pet expenses
Veterinary Services,Animal care / Pet expenses
TFL,Travel - National
The Boathouse Arundel,Entertainment
Expedia,Travel - International
Charlies Farm Shop,Food / Groceries
Zee Cosmetics & Postsurgical Care,Personal care/ Cosmetic
Wires Wires,Shopping
Fetcher Dog,Charitable and Political Donations: Fetcher Dog
Recova Compression,Personal care/ Cosmetic
JUNIPER Arundel,Food / Groceries
Huel,Food / Groceries
Taxi - UK,Travel - National
Peta Donations,Charitable and Political Donations: Peta Donations
Viovet,Animal care / Pet expenses
Steve Lewis,Steve Lewis
Recova Compression,Personal care/ Cosmetic
Co-op Group,Food / Groceries
Restaurants,Entertainment
Hotels,Travel - National
Hotels,Travel - International
Hotels,Travel - National
Trainline,Travel - National
JUSTYNA DIENNET - Loan to friends,Loan to Friends
Trainline,Travel - National
Cmt Uk Ltd,Travel - National
Uniqlo,Shopping
Daylewis Forest Hill,Personal care/ Cosmetic
ASOS,Shopping
London Taxi,Travel - National
Peta Donations,Charitable and Political Donations: Peta Donations
Restaurants,Entertainment
Daylewis Forest Hill,Personal care/ Cosmetic
French Cafe Bistrot,Food / Groceries
Commission Fee,Bank Fees
Amazon,Shopping
Hotels,Travel - National
Hotels,Travel - International
Petrovictan,Charitable & Political Donations: Petrovictan
Peta Donations,Charitable and Political Donations: Peta Donations
COUPON CREDIT EUR,Coupon Credits from JB
Arket,Shopping
Avalla Ltd,Shopping
Veterinary Services,Animal care / Pet expenses
Etsy,Shopping
"Post, Card 26",Cash ATM Transactions
Hotels,Travel - National
Recova Compression,Personal care/ Cosmetic
Med Foods Ltd,Food / Groceries
"Post, Card 26",Cash ATM Transactions
Zlakrvopijica,Charitable and Political Donations: Zlakrvopijica
Co-op Group,Food / Groceries
French Cafe Bistrot,Food / Groceries
Wasabi,Food / Groceries
Wasabi,Food / Groceries
Etsy,Shopping
"Post, Card 26",Cash ATM Transactions
CHEQUE,Other Revenue
Trainline,Travel - National
Gs Equestrian,Horses
poliivana,Poliivana
Humane Society International,Charitable and Political Donations
TFL,Travel - National
CURB MOBILITY LIMITED,Travel - National
Digby's Patisserie,Food / Groceries
Scent lounge,Shopping
COUPON CREDIT EUR,Coupon Credits from JB
asdzxx123asdm,Charitable & Political Donations: asdzxx123asdm
Autos Manel,Travel - International
BIORGANIC IBIZA-EIVISSA,Shopping
Helpanimals,Charitable and Political Donations: Helpanimals
Provet,Animal care / Pet expenses
Zlakrvopijica,Charitable and Political Donations: Zlakrvopijica
Aleksandrap,Charitable and Political Donations: Alex
Fetcher Dog,Charitable and Political Donations: Fetcher Dog
*Madalinabaronc,Charitable and Political Donations: Madal
Tbubanja,Charitable and Political Donations
Sandrazecev So,Personal care/ Cosmetic
FARMACIA - Spain,Personal care/ Cosmetic
Federico Ismael Recayte Jara,Property Expenses - Spain
Restaurants,Entertainment
Snezana-Ci,Charitable and Political Donations: Snezana-Ci
Amazon,Shopping
Vesna Dragojlov,Charitable and Political Donations: Vesna
mada,Charitable and Political Donations: Madal
*Madalinabaronc,Charitable and Political Donations: Madal
Federico Ismael Recayte Jara,Property Expenses - Spain
Mytheresa Myth,Shopping
Groceries,Food / Groceries
Ifaw.org,Charitable and Political Donations: Ifaw.org
Post Office,"Postage, Freight & Courier"
Help.For.Stray,Charitable and Political Donations: Help.for stray
Commission Fee,Bank Fees
Sandrazecev So,Personal care/ Cosmetic
Commission Fee,Bank Fees
Petrovictan,Charitable & Political Donations: Petrovictan
Lower Farm House,UK Property / Farm Expenses - LFH Main Home
Fetcher Dog,Charitable and Political Donations: Fetcher Dog
Amazon,Shopping
Veterinary Services,Animal care / Pet expenses
Phoenix Aviation,Entertainment
TFL,Travel - National
Bank Transfer from Julius Baer GBP 40201 to Virgin Money - ,Virgin Money - GBP - Joint R&A
Bank Transfer from Julius Baer GBP 40201 to Virgin Money - ,JB - GBP 40201 - Adela
GLOW LAB IBIZA,Personal care/ Cosmetic
Helpanimals 19,Charitable and Political Donations: Helpanimals
Reach out for,Charitable and Political Donations: Reach
ELECTRICITY ENDESA ENERGIA,Property Expenses - Spain
Aleksandrap,Charitable and Political Donations: Alex
Unity Communications Ltd,Subscriptions
Sam Debuse,Samuel Debuse
Restaurants,Entertainment
Bank Transfer from Julius Baer USD 33301 to JB $ Top card credit 063,JB $ TopCard credit 063 - Adela
Bank Transfer from Julius Baer USD 33301 to JB $ Top card credit 063,JB - USD 2120.333.01 - Adela
Apple,Shopping
Zara,Shopping
COMMISSION SECURITIES LENDING,Commission received
Amazon,Shopping
poliivana,Poliivana
Eva Grindley,UK Property / Farm Expenses - LFH Main Home
Shopping,Shopping
Shopping,Shopping
poliivana,Poliivana
poliivana,Poliivana
Barbershops,Personal care/ Cosmetic
Food / Groceries,Food / Groceries
Paypal *Rex,Charitable and Political Donations: REX
Unknown,Bank Fees
CITIGROUP INC,Coupon Credits from JB
BAR CAN BELLOTERA,Food / Groceries
Shopping,Shopping
Shopping,Shopping
FARMACIA - Spain,Personal care/ Cosmetic
Petrovictan,Charitable & Political Donations: Petrovictan
Spain Furniture,Property Expenses - Spain
CHARLES SCHWAB CORP,Coupon Credits from JB
Unknown,Cash ATM Transactions
Bank Transfer from Julius Baer USD 33301 - Adela to Julius Baer GBP 40201 - Adela,JB - GBP 40201 - Adela
Bank Transfer from Julius Baer USD 33301 - Adela to Julius Baer GBP 40201 - Adela,JB - USD 2120.333.01 - Adela
Hotels,Travel - International
CAN PEP XICA,Shopping
Animalweb,Charitable and Political Donations: Animalweb
Restaurants,Entertainment
Unknown,Unknown transactions
Nfu Mutual Ins-Bc,Insurance
Alrmlawymhmd - Charity (not UK registered),Charitable & Political Donations: Alrmlawymhmd
Spain Furniture,Property Expenses - Spain
FARMACIA - Spain,Personal care/ Cosmetic
Apple,Shopping
Grub Club Pets,Animal care / Pet expenses
Manilife Ltd,Food / Groceries
Compassion,Charitable and Political Donations: Compassion
Groceries,Food / Groceries
Eiviplant sant,Shopping
FARMACIA - Spain,Personal care/ Cosmetic
Steve Lewis,Steve Lewis
Personal Care/Cosmetics,Personal care/ Cosmetic
Shopping,Shopping
EVA DOWNEY,Eva Downey
Airlines,Travel - International
Change.org,Charitable and Political Donations: Change.org
Moda Operandi,Shopping
Restaurants,Entertainment
Labib,Unknown transactions
Zara,Shopping
Sam Debuse,Samuel Debuse
Shopping,Shopping
Shopping,Shopping
Viovet,Animal care / Pet expenses
Water Aid,Charitable and Political Donations: Wateraid
Apple,Shopping
Hillside animal sanctuary,Charitable and Political Donations: Hillsideani
Groceries,Food / Groceries
Spain Furniture,Property Expenses - Spain
Housekeep,Cleaning
bank charge,Bank Fees
Certas Energy,"Light, Power, Heating - UK"
Zara Ibiza,Shopping
Shopping,Shopping
Groceries,Food / Groceries
Groceries,Food / Groceries
Federico Ismael Recayte Jara,Property Expenses - Spain
poliivana,Poliivana
Amazon,Shopping
Commission Fee,Bank Fees
Bio Mobel,Property Expenses - Spain
Spotify,Subscriptions
Shopping,Shopping
Walmart Inc,Coupon Credits from JB
Commission Fee,Bank Fees
Nfu Mutual Ins-Bc,Insurance
Spain Furniture,Property Expenses - Spain
Spain Furniture,Property Expenses - Spain
Helpanimals 19,Charitable and Political Donations: Helpanimals
Restaurants,Entertainment
Orangutan,Charitable and Political Donations: Orangutan
Vesna Dragojlov,Charitable and Political Donations: Vesna
Fmb construction,Fmb Construction
Peta Donations,Charitable and Political Donations: Peta Donations
Soi Dog Foundation,Charitable and Political Donations: Soi Dog Foundation
Apple,Shopping
Lower Farm House,UK Property / Farm Expenses - LFH Main Home
Restaurants,Entertainment
Change.org,Charitable and Political Donations: Change.org
Sam Debuse,Samuel Debuse
Shopping,Shopping
poliivana,Poliivana
asdzxx123asdm,Charitable & Political Donations: asdzxx123asdm
Restaurants,Entertainment
Maturity Fixed term loan,Lombard Loan - JB 81406 EUR
FARMACIA - Spain,Personal care/ Cosmetic
interest,Interest Paid
Change.org,Charitable and Political Donations: Change.org
Helpanimals 19,Charitable and Political Donations: Helpanimals
Space Nk Limited,Shopping
Dalialovesdogg,Charitable and Political Donations: Dalialovesdog
Spain Furniture,Property Expenses - Spain
Maturity Fixed term loan,Lombard Loan - JB 81406 EUR
Animalweb,Charitable and Political Donations: Animalweb
Massimo Dutti,Shopping
Restaurants,Entertainment
Unknown,Unknown transactions
Bank Transfer from Julius Baer EUR 81401 to Sabadell A/C,Sabadell A/C - EUR
Bank Transfer from Julius Baer EUR 81401 to Sabadell A/C,JB - EUR 81401 - Adela
Business insurance policied Sabadell,Insurance
Debenhams,Shopping
Lynnm,Charitable and Political Donations: Lynnm
Commission Fee,Bank Fees
Shopping,Shopping
Yonkiecorner,Shopping
United Health Group,Charitable and Political Donations
Medea Motor,Motor Vehicle Expenses
Lynnm,Charitable and Political Donations: Lynnm
Spain Furniture,Property Expenses - Spain
Sam Debuse,Samuel Debuse
Lou Jordan Fine Art,Shopping
Greenpeace Limited,Charitable and Political Donations: Greenpeace Ltd
Arun D.C.,Arun D.C.
Vesna Dragojlov,Charitable and Political Donations: Vesna
Gofundme,Charitable and Political Donations
SMC Re Unity,Charitable and Political Donations: SMC Re Unity
RSPCA,Charitable and Political Donations: RSPCA
Sky Digital,Subscriptions
IBIZA HOSTELERIA-CAN ESCANDEL,Travel - International
Restaurants,Entertainment
Helpanimals,Charitable and Political Donations: Helpanimals
Shopping,Shopping
Four paws UK,Charitable and Political Donations: Four paws UK
Dogs Trust,Charitable and Political Donations: Dogs Trust
PAYPAL HOLDINGS INC,Coupon Credits from JB
Fauna & Flora,Charitable and Political Donations: Fauna & Flora cambridge
Petrovictan,Charitable & Political Donations: Petrovictan
Zlakrvopijica,Charitable and Political Donations: Zlakrvopijica
Barbershops,Personal care/ Cosmetic
The Brooke Hospital,Charitable and Political Donations: The Brooke Hospital
38 Degrees,Charitable and Political Donations: 38 Degrees
Habibashelter,Charitable and Political Donations: Habiba shelter
Restaurants,Entertainment
Shelter Nat camp,Charitable and Political Donations: Shelter Nat camp
FARMACIA - Spain,Personal care/ Cosmetic
"Chgg, Card 25",Unknown transactions
Zara Home,Property Expenses - Spain
SANTA GERTRUDIS,Food / Groceries
Amazon,Shopping
Shopping,Shopping
Cuddly Inc,Charitable and Political Donations
Eiviplant sant,Shopping
Oneskin Tech,Personal care/ Cosmetic
Petrovictan,Charitable & Political Donations: Petrovictan
Portsmouth water,UK Property / Farm Expenses - LFH Main Home
L3Ky22,Charitable and Political Donations: L3Ky2
Fetcher Dog,Charitable and Political Donations: Fetcher Dog
Restaurants,Entertainment
Restaurants,Entertainment
asdzxx123asdm,Charitable & Political Donations: asdzxx123asdm
Amazon Prime,Subscriptions
Friends Earth Trust,Charitable and Political Donations: Friends Earth Trus
Lorenwoka,Charitable and Political Donations: Lorenwoka
